P.V.C.,【運動系】バレーボール,https://pbs.twimg.com/profile_images/845610819349991428/hKMEHdPW_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=108,http://twitter.com/volleyball_pvc,"",""
ぱすてる,【運動系】バレーボール,https://pbs.twimg.com/profile_images/703024098583023616/QtS5mlht_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=109,http://twitter.com/volley_pastel,"",""
神戸大学BAL BLANC,【運動系】テニス,https://pbs.twimg.com/profile_images/837590463431360512/3RXsK_Rx_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=110,http://twitter.com/balblanc2017,"",http://balblanc2016.web.fc2.com
神戸大学CUC,【運動系】テニス,https://www.biber.com/dta/themes/biber/core/assets/images/no-featured-175.jpg,http://weebee1212.com/sp/dantai/content.php?id=111,"","",http://cuc45th.web.fc2.com
Jeunesse,【運動系】テニス,https://pbs.twimg.com/profile_images/797230076928487424/_jDcz8DI_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=112,http://twitter.com/jeunessehappy,"",""
KUC,【運動系】テニス,https://www.biber.com/dta/themes/biber/core/assets/images/no-featured-175.jpg,http://weebee1212.com/sp/dantai/content.php?id=113,"","",""
MatchPoint,【運動系】テニス,https://pbs.twimg.com/profile_images/847858619877957633/tYClq_-0_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=114,http://twitter.com/2015_match,"",""
N.T.G.,【運動系】テニス,https://www.biber.com/dta/themes/biber/core/assets/images/no-featured-175.jpg,http://weebee1212.com/sp/dantai/content.php?id=115,http://twitter.com/ntg_2017,"",ntg-kobe.ciao.jp/intex.htm
NewBroom,【運動系】テニス,https://pbs.twimg.com/profile_images/586884723802161152/2DvxRWXc_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=116,http://twitter.com/newbroooom,"",http://newbroom.blog.shinobi.jp/Page/1/
TOPSPIN,【運動系】テニス,https://pbs.twimg.com/profile_images/845922574060027904/HfnlYT3z_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=117,http://twitter.com/topspin2009,https://www.facebook.com/kobe.topspin,http://topspin2009kobe.wix.com/topspin
